Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
. 2Bedroom furnished@Dzorwulu,,Dzorwulu,Accra,2,3,1 000.0 sqm,Ghana cedis,11000,Benjamin Smith VERIFIED,17 Jun 10:34 am,Apartment,This is a newly built Executive 2Bedroom fully furnished Apartment at Dzorwulu with DSTV  Wi-Fi  Standby generator  Fully equipped kitchen Washing machine  Brand new fridge  Beautiful rooms  Security services  Its 6 minutes drive from the Airport.  Please call us for more information
4bedroom apt to let at Oyarifa,Oyarifa,Oyarifa,Accra,4,3,120.0 sqft,Ghana cedis,1200,Oakland Property Agency VERIFIED, 4 Jul  9:27 am,Apartment,An executive 4 bedroom  with kitchen partly furnished at oyarifa is up for rent and going for 1 year or more. Only 2 apartments on the compound. Call Oakland property agency for viewing. Terms and conditions apply.
2 Bedroom Apartment for rent @ A. Botwe,,Ashaley Botwe,Accra,2,2,100.0 sqm,Ghana cedis,1000,HP Consult ,11 Jul 10:05 am,Apartment,Newly built 2 bedroom apartment for rent at Ashalley Botwe. Rooms are tiled  very spacious and has very good ventilation. Has 2 toilets and baths There is 24/7 availabilty of water. Compound is walled and gated. It's going for  GHC 1000 per month with a year advance. Call now for inspection
1 BED  APARTMENT FOR RENT @ AWUDOME,,Kaneshie,Accra,1,1,1.0 sqm,Ghana cedis,3010,N & G Property Services Limited ,19 Jun 10:33 am,Apartment,REFERENCE NO: APA 19 LUXURIOUS 1 BEDROOM FURNISHED APARTMENT FOR RENT AT AWUDOME AVAILABLE NOW PRICE IN USD : 700
3 BEDROOM APARTMENTS FOR RENT @ RIDGE,RIDGE NEAR SHAKAZULU,Ridge,Accra,3,3,1.0 sqm,Ghana cedis,6465,N & G Property Services Limited ,16 Jun  4:42 pm,Apartment,REFERENCE N0 : APA 11 AFFORDABLE 3 BEDROOM APARTMENTS FOR RENT AT RIDGE NEAR SHAKAZULU RESTAURANT. WE HAVE ROOMS AVAILABLE NOW. PRICE IN USD : 1500
2 bed new apartment 4 rent at barrier,Choice old barrier,New Aplaku Mandela,Accra,2,2,70.0 sqft,Ghana cedis,700,SOMADZA ,18 Jun  4:10 pm,Apartment,2 bedroom newly built apartment for rent at choice  Very nice place Easy access to the main road Very secure environment   1 or 2 years advance  Agent terms apply
FURNISHED 2 BEDROOM @ ABELEMKPE,ABELEMKPE NEAR SANTANA HOTEL,East Legon,Accra,2,2,70.0 sqft,Ghana cedis,5160,N & G Property Services Limited ,21 Jun  1:57 pm,Apartment,REFERENCE NO: APA 17 EXTRAVAGANT FURNISHED BEDROOMS  FOR RENT. CALL US FOR VIEWING PRICE IN USD: $1200
3 BED APARTMENTS FOR RENT AT KORLE-BU,,Korle-Bu,Accra,3,3,1.0 sqm,Ghana cedis,4300,N & G Property Services Limited ,16 Jun  4:10 pm,Apartment,REFERENCE NO: APA 18 STUNNING 3 BEDROOM APARTMENTS FOR RENT AT KORLE-BU AVAILABLE NOW A GREAT FAMILY HOME WITH UPDATED FEATURES PRICE IN USD : $1 000
3 BEDROOM FOR RENT @ABELEMKPE,Abelemkpe Taxi Rank,East Legon,Accra,3,3,70.0 sqft,Ghana cedis,6450,N & G Property Services Limited ,21 Jun  2:04 pm,Apartment,REFERENCE NO: APA 16 COZY 3 BEDROOM APARTMENT CALL US FOR VIEWING PRICE IN USD: $1500
2 BEDROOM APARTMENT Abelemkpe,Abelemkpe,East Legon,Accra,2,2,70.0 sqft,Ghana cedis,3655,N & G Property Services Limited ,21 Jun  2:08 pm,Apartment,REFERENCE NO: APA 15 UPGRADED 2 BEDROOM FOR RENT. CALL US FOR VIEWING PRICE IN USD: $850
1 2 3 Apartment Homes-Roman Ridge,Roman Ridge,Other,Accra,3,3,100.0 sqm,Ghana cedis,21000,Properties Portfolio Gh ,16 Jun  3:27 pm,Apartment,Available are 1-3 bedroom apartment homes furnished and unfurnished. It is in the serene and plush environs of Airport. All rooms are spacious and well ventilated with A Cs  all rooms are fully ensuite to suit tenants comfort with fitted wardrobes  floors are beautifully laid with tiles. The kitchen id well apportioned with ultra modern appliances like heat extractor  microwave  washing machine  gas cooker/ oven  fridge. The compound is under a 24hrs security surveillance with an under ground parking  elevators  24hrs standby plant pool.. Are you bored on a sunny day? Worry no more as there is a beautiful swimming pool on the penthouse to serve as an entertainment and relaxation  also a fully equipped gym and a long tennis court to keep you fit. A covered balcony to see the beautiful spots in the environs with so many business hubs  businesses  schools around.  It is a 3min drive to and from the Kotoka International Airport and the Accra Mall  Monthly rates available. Please call Properties Portfolio now for more info and viewing.
4bed apartment rented at Dansoman,Dansoman secondary area.,Dansoman,Accra,4,3,10.0 sqm,Ghana cedis,1000,Thomas Rentals ,16 Jun  2:42 pm,Apartment,Wall n gated apartment  spacious rooms floor tiles every where  kitchen cabinet  no water problem.
chamber n hal with kitchen at banana inn,banana inn,Dansoman,Accra,1,1,10.0 sqm,Ghana cedis,250,Thomas Rentals ,16 Jun  2:31 pm,Apartment,Wall n gated apartment  floor tiles every where kitchen cabinet  spacious room.
4 bedroom furnished flat in Villagio,Airport Residential Area,Airport,Accra,4,4,200.0 sqm,Ghana cedis,16000,Avenue Properties ,16 Jun 12:55 pm,Apartment,Rental Price: US$ 4 000 (fully furnished) per month. An executive four bedroom apartment for rent in Villagio Vista  Airport Residential Area near African Regent Hotel. The apartment has a large living area with each room coming with fan  wardrobe and A/C. The apartment has a gym  club house  a swimming pool and a garden. The area has uninterrupted water flow  consistent light supply with a standby plant.
Furnished 3 bed for rent at East Legon,East Legon Adjiringanor,East Legon,Accra,3,2,100.0 sqm,Ghana cedis,6400,LOVERIDGE PROPERTIES & CONSULT VERIFIED,16 Jun  2:27 pm,Apartment,FULLY FURNISHED 3 BEDROOM APARTMENT FOR RENT AT EAST LEGON Available for rent is this plush and elegant fully furnished 3 bedroom apartments within a quiet and serene ambiance at East Legon  Adjiringanor close to the GCB. Price:$1600 This neatly built fully furnished apartment has  large living areas   rooms comes with airconditoners and built-in wardrobes. The kitchen is fully and neatly fitted and comes with a cooker and other kitchen wares. The compound is very spacious and has a maximum space for parking cars. There is constant supply of power and electricity. Security is very tight and there is back up supply of power and water. A fantastic rate for a house in one of Accra’s most sought after areas. Available for shortlets Please contact Loveridge Properties & Consult for details and to arrange a viewing
2 bedrooms apartment ofanko barrier,OFANKO BARRIER,Ga West Municipal,Greater Accra,2,2,100.0 sqm,Ghana cedis,600,Top Dreams Properties ,16 Jun 12:17 pm,Apartment,A newly built 2 bedrooms apartment located in Ofanko Barrier   all rooms is tiles   walled and gated   self meter   not far from road side   pave compound   24/7 water supply available   please note agency is involved .
Executive 3Bedroom Apartment East legon,Around A&C; shopping mall,East Legon,Accra,3,4,1 000.0 sqft,Ghana cedis,5500,Benjamin Smith VERIFIED, 1 Jul  4:34 am,Apartment,This is a newly built Executive 3bedroom Apartment at East Legon **Features *** All rooms are en-suits  Guest toilet  Air conditioners  Wardrobes fitted kitchen with cooker  Dinning area with AC  Standby generator  CCTY camera Beautiful and secured environment Please call us for more information.
100 % Newly Built Apartment@Dzorwulu,,Dzorwulu,Accra,3,4,290.0 sqm,Ghana cedis,8400,Kwesi Eyiah ,11 Jul  2:40 pm,Apartment,'3 ' master bedroom fully furnished apartment for rent. (2) It comes with modern Interior designs with marble and Spanish floor and wall tailes. (3)Apartment is walled and gated with a security post  swimming pool and a mini supermarket (4) Restaurant (5) 24 hours manned security with CCTV cameras (6) Car park (6) Each room comes with a smart LED television and air condition
Two bedroom Apartment@Nunkwa,malece,Spintex,Accra,1,2,15.0 sqm,Ghana cedis,750,Franco Housing Properties ,10 Jul  3:16 pm,Apartment,This is Apartment around malece Exec tow bed location malece
Cantonments  2 Bedroom Apartment,,Cantonments,Accra,2,2,1.0 sqm,Ghana cedis,13170,Isaac Anthony Homes  ,16 Jun 11:17 am,Apartment,Isaac Anthony Homes proudly presents this beautiful 2 bedroom furnished apartment for rent including service charge in a secured neighborhood at Cantonments.  Key features:  Fitted kitchen  Master Ensuite  Fully furnished  Dining area  Swimming pool  Gym  24 Hour security  Price :$3000  #isaacanthonyhomes
chamber and Hall Madina,Oman fm,Madina,Accra,1,1,1 000.0 sqft,Ghana cedis,500,Benjamin Smith VERIFIED, 1 Jul  4:38 am,Apartment,Newly Built Executive chamber and Hall at Madina  Its very beautiful and just by the Roadside.
An Executive Singleroom S/C@ARS,East Legon   Ars Rounadbout,East Legon,Accra,1,1,120.0 sqm,Ghana cedis,600,Red Hot Revival Estate ,12 Jul  5:43 pm,Apartment,An executive single room self contain which is perfectly situated in a serene and conducive enviroment at east legon Ars roundabout near American house with all the necessary facilities you need.
2bd Apt. 4 Rent@@Madina Estate,Madina Estate  Near American House,Madina,Accra,2,2,100.0 sqm,Ghana cedis,850,Red Hot Revival Estate ,16 Jun  9:05 am,Apartment,An executive 2bd apartment which is located at madina estate  5minutes drive from American house with all necesary facilities you need.kindly contact us for more details.
Newly built 2bd 4 rent @East Legon,East Legon,East Legon,Accra,2,3,120.0 sqm,Ghana cedis,1700,Red Hot Revival Estate ,12 Jul  5:44 pm,Apartment,An executive and a newly built two bedroom apartment which is perfectly situated in a serene and a conducive enviroment at east legon with all the necessary facilities you need. Kindly contact us for further enquiires.
a newly built 2bd 4 rent @East Legon,East Legon ,East Legon,Accra,2,2,120.0 sqm,Ghana cedis,2000,Red Hot Revival Estate ,12 Jul  5:45 pm,Apartment,An executive and a newly built two bedroom apartment which is perfectly sitauted in a serene and a conducive at east legon with all the necessary facilitied you need. Facilitied includes  24hrs  constant light and water  seperate prepaid meter A/C water heater  inbuilt wardrobe   all ensuite. Fitted kitchen kitchen  etc. 6months advance is also allowed.
Lux.& a Fully Fur./unfur. 2bd Apt.4 rent,Dzorwulu,East Legon,Accra,2,3,120.0 sqm,Ghana cedis,10000,Red Hot Revival Estate ,12 Jul  5:46 pm,Apartment,Luxurious a newly built and a fully furnished or unfurnished 2 bedroom apartment which is located at dzorwulu with all the facilities you need. The price for the furnised is $ 2800 and that of the unfurnised is $2500 but all are negotiable. For any further enquiries  kindly contact us .
4 bedroom apartment in dansoman,dansoman,Dansoman,Accra,4,2,100.0 sqm,Ghana cedis,1500,Nana Akosua Owusuah Dwomoh ,27 Jun  5:13 pm,Apartment,One master bedroom with 3 other rooms
chamba N hall S/C 4rent spintex,spintex,Spintex,Accra,1,1,111.0 sqft,Ghana cedis,500,Big Ghana Properties Consult , 7 Jul 12:16 pm,Apartment,Neat wall with gated Chamba n half selfcontain for rent in spintex pls for more options call big Ghana properties consult
1 room self-contained  mile 7 ,mile 7 old peace fm,Achimota,Accra,1,1,25.0 sqft,Ghana cedis,220,erik VERIFIED, 3 Jul  3:18 pm,Apartment,a single room with washroom and kitchen on gated compound going for cool price.water available and flowing
Exe 3bedroom Appartment    Adenta,Adenta SDA Area.,Adenta,Accra,3,4,100.0 sqm,Ghana cedis,1500,Godsway ,23 Jun 11:46 am,Apartment,Executive 3bedroom Appartment 4 rent at Adenta SDA area and is close to main road.Have all facilities like water and electricity  airconditions and wall drops in all rooms including living room. Well paved compound   all room are ensuite with visitors washroom. Have car port and only 3 appartment on a compound. Pls call agent Godsway nw.
An executive 3bed apartment @Adenta,Adenta SDA,Adenta,Accra,3,4,100.0 sqm,Ghana cedis,1500,Franko Properties ,15 Jun 10:48 pm,Apartment,An executive  3bed apartment neatly built nice compound 4 on a compound. ..comes with spacious rooms  4 washrooms  very neat 24 /7 security service water supply  ..good road network. .call for viewing
2 BEDROOMS FOR RENT east legon,,East Legon,Accra,2,2,130.0 sqft,Ghana cedis,1300,Tetrauslerproperties ,15 Jun  9:31 pm,Apartment,Executive 2 bedrooms apartment for rent at ARS  east legon area  very specious rooms  hall and dinning area with a nice porch  neatly tiled  paved compound and in a serene environment  24 hours water supply  
2 BEDROOMS FOR RENT America house,,East Legon,Accra,2,2,130.0 sqft,Ghana cedis,1300,Tetrauslerproperties ,15 Jun  6:52 pm,Apartment,Very nice two bedrooms at America house area  east legon  for rent  nice and big compound  the rooms are specious and neatly tiled  water is available 24/7.
Chamber and hall sc for rent Madina,,Madina,Accra,2,1,120.0 sqm,Ghana cedis,750,Tetrauslerproperties ,15 Jun  6:47 pm,Apartment,Executive chamber and hall in a serene environment  nice compound and neatly tiled rooms  for rent at Madina
Chamber and hall for rent Adjiringanor ,,Adjiriganor,Accra,2,1,120.0 sqft,Ghana cedis,500,Tetrauslerproperties ,15 Jun  6:44 pm,Apartment,Very nice and neat chamber and hall  in a neatly paved compound  nice tiles  gated and in a nice environment at Adjiringanor 
Four(4)bedroom for Rent Spintex,Spintex Eddy's Pizza,Spintex,Accra,4,3,120.0 sqft,Ghana cedis,1300,Home4You Properties , 6 Jul 11:56 am,Apartment,Four(4) bedrooms self compound for rent at spintex Eddy's Pizza  wall and gated water free 24/7
Chamber and hall self-contained Spintex,Spintex railway,Spintex,Accra,1,1,120.0 sqm,Ghana cedis,300,Home4You Properties ,20 Jun 11:02 am,Apartment,Chamber and hall self contain for rent at spintex  wall and gated water free
4 bed room apartment Odorkor,,Odorkor,Accra,4,4,14.0 sqm,Ghana cedis,4000,BISMARK VERIFIED,21 Jun  2:06 pm,Apartment,Fully finished 4 bedroom apartment for rent. It is fenced 2 seperate Halls kitchen store room guarage spacious compound.
Fully furnished 2B/ apart at Dzorwulu,jorwulor residential.,Dzorwulu,Accra,2,3,100.0 sqm,Ghana cedis,16000,Godsway ,23 Jun 11:27 am,Apartment,Executive newly built 2appartment 4 rent at jorwulor residential area .fully furnished with modern facilities like   furnitures and many more ..pls call agent Godsway nw.
New Built 2Bedroom S/C Gbawe,Gbawe Jama,Gbawe,Accra,2,1,14.0 sqft,Ghana cedis,600,Nana VERIFIED, 4 Jul  8:50 am,Apartment,A brand new 2 bedroom self contained apartment located at Gbawe Jama for rent Walled and gated Self meter Tiles everywhere Spacious car park Ghs600 per month for 2 years.
Exe 3bedroom s/c at Madina,Assemblies,Madina,Accra,3,2,100.0 sqft,Ghana cedis,1300,Runtown Agency ,12 Jul 11:37 am,Apartment,its a lovely executive spacious 3 bedroom self contain with a very large hall and a big dinning hall connected  it comes with a lovely master bedroom with air condition  executive bath room it has a washing machine room  as a separate room connected with washing machine pipeline  very big clean and modern fitted kitchen with  cabinets up and down and a store room .it has a very spacious corridor and a balcony  there is a guest toilet and bath outside beside the hall aside the porch all rooms are spacious and its in a very big  clean compound  which is walled and gated with only 2 apartments in the compound which is top stairs and down  the 3 bedroom is at the down  its in a very clean and neatly laid out environment which is easily to connect to town through ritz junction or powerland  in madina. price is flexible and one year payment will be accepted.  please call or whatsapp for more info or pictures
A chamber and hall at Frafraha for rent,Frafraha-Foster home down.,Adenta,Accra,1,1,70.0 sqft,Ghana cedis,350,Enabort Ventures Gh ,11 Jul 11:24 am,Apartment,A chamber and  hall self contain  apartment  for rent  at Frafraha-Foster Home down. It consist of a single bedroom  hall   kitchen  one washroom  in a gated compound  with  water and electricity for two(2) years advance only. Call Enabort Estate today.
3 Bdrm Apartment at Dzorwulu,Dzorwulu,Dzorwulu,Accra,3,2,210.0 sqm,Ghana cedis,5800,HS Property ,12 Jul  4:56 pm,Apartment,Price: $1300 per month.  3 bedrooms apartment available for rent at Dzorwulu. It has a big living   a fitted kitchen  dining are   air condition and fun in each room  2 wash rooms  a lift   a standby generator  tile compound   24/7 security outside  etc.
3bedrooms rooms self contained Adenta,madina adenta,Adentan Municipal,Greater Accra,3,2,120.0 sqft,Ghana cedis,1500,lordmadina & bruce Livingston properties ,15 Jun  1:51 pm,Apartment,3bedrooms self contained  at adenta 1.500 two years advance  accepted  it has all the facilities  walled with please contact agent for any enquiries note moving  fee. 50ghc commission
4 Bedrooms at Tema Community 25,Inside HFC Estates,Tema,Greater Accra,4,5,7 000.0 sqft,Ghana cedis,6300,CBC (Global) Properties , 5 Jul  2:15 am,Apartment,4 Bedrooms at Tema Community 25 Kofi Annan. Close to com25  Tema. Inside HFC Estates The property has four large bedrooms with ensuite facilities. Three upstairs and one on the ground floor. There are also on the ground floor  one public washroom  large living room  dinning area and a kitchen with a store room. There is also a family living area on the first floor. Outside the main house are a garage with a driveway  a boys quarters with bath and WC facilities and a small kitchenette  and concrete stand for water tanks. The property has seven units of AC's one for each for the two living areas and one for the dinning area. USD $1500 Per Month At least 1 year Call us to arrange for free site visit
Single room self contain Lashibi,Lashibi community 16,Spintex,Accra,1,1,14.0 sqm,Ghana cedis,350,Smart Properties ,13 Jun  9:13 am,Apartment,A big single room self contain for rent at Lashibi community 16
two bedroom self contain Teshie,Tebibiano,Teshie New Town,Accra,1,1,14.0 sqft,Ghana cedis,650,Tert Khay Properties ,15 Jun  1:35 pm,Apartment,Is an apartment with one washroom kitchen and porch
5brm Storey Apartment Tabora No. 2,,Accra Central,Accra,5,4,800.0 sqft,Ghana cedis,1200,Divine Marketing Concept , 8 Jul  4:30 pm,Apartment,1. Very neat and spacious 5 bedroom  storey building  apartment  at Tabora No. 2 2. Property has 4 bedrooms with 3 washrooms downstairs  3. Upstairs  is single room with washroom 4. All rooms fully tiled with fitted kitchen cabinets and built in wardrobes   5. Only 2 apartments on the compound 6. Agency registration fee before inspection fee is gh50 7. Agency commission is 10 percent of final price agreed with owner
Single room self contained Madina,Madina new road,Adentan Municipal,Greater Accra,1,1,100.0 sqft,Ghana cedis,250,lordmadina & bruce Livingston properties ,30 Jun  8:06 pm,Apartment,Single room self contained  for rent at Madina around the Madina new road. Note it a new build.Facility has toilet and bath room tiled.House is gated and.. walled.House is cemented..There is bore hole. Water flow 24/7  advance.Contact.. agent.Moving fee as registration  is 50ghc and 10 percent commission .
One bedroom apartment at East Legon,,East Legon,Accra,1,1,38.0 sqm,Ghana cedis,1764,Abena ,19 Jun 11:30 am,Apartment,One bedroom apartment for rent at American House East Legon. The apartment is fully furnished and available immediately. Please call to arrange an appointment to view the apartment.
two bedrooms apartment-West Legon,West Legon around Atomic Energy University,West Legon,Accra,2,2,100.0 sqm,Ghana cedis,1000,KK Solution Limited ,15 Jun 12:33 pm,Apartment,An a luxurious brand new two bedrooms apartment with only two apartment on the compound for rent at West Legon around Atomic Energy University  it's freshly built comes with two bedrooms and two toilet and bath  P.O.P ceiling  fitted kitchen with cabinet and a store room  four ceiling fans including water heater machine  dishwasher  each apartment comes with a polytank  rent advance is just one year  price is fixed and is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency. ..
SINGLE ROOM S/C AT KOTOBABI,EBONY VICTORIA HOTEL,Kotobabi,Accra,1,1,100.0 sqm,Ghana cedis,250,Harmony Real Estates ,15 Jun 11:35 am,Apartment,A too large divisible single room plus a toilet a bathroom  a kitchen and a dining room close to road in a rather cool house around Victoria hotel around Abavana down and Ebony. Has its own meter polished washroom.very airy area.no need for a fan or air condition. You can divide the room as Chamber and a hall.
Newly built 2Bedroom Apt at Ashongman,Ashongman  Accra,East Legon,Accra,2,1,10 000.0 sqft,Ghana cedis,800,Benjamin Smith VERIFIED, 1 Jul  4:53 am,Apartment,This is a newly built 2Bedroom Apartment for Rent at Ashongman  Very beautiful and Spacious place with good Road. Please call us for more information about this property and others Thanks..
3 BEDROOMS S.CONTAIN circle,ODO RICE RESTAURANT,Circle,Accra,3,2,90.0 sqft,Ghana cedis,1000,Harmony Real Estates ,15 Jun 11:13 am,Apartment,A close to road 3 spacious bedrooms just along the main busy road in circle around CDC rice restaurant in town. It is suitable for office drinking spot printing press store rooms  food joint etc etc.has water 24 hour supply. Good lighting. Comfortable for all types of customers.
Exe 3Bedroom Apart  Lartebiokorshie,Lartebiokorshie  Accra,East Legon,Accra,3,4,1 000.0 sqft,Ghana cedis,4100,Benjamin Smith VERIFIED,22 Jun 11:25 am,Apartment,Newly Built Executive 3BEDROOM Apartment for Rent at Lartebiokorshie  All Rooms are masters with  Air conditioners  Wardrobe  Fan Washroom and very spacious too >Very Spacious living room with AC and guest washroom  > Dinning area  >fitted kitchen  >Spacious compound with garden  >24/7 Water supply  >24/7 Security services  Standby generator  > Beautiful environment and Good Road Please call us for more information
Exe 2Bedroom Apt  Lartebiokorshie,Lartebiokorshie  Accra,East Legon,Accra,2,3,1 000.0 sqft,Ghana cedis,3300,Benjamin Smith VERIFIED,22 Jun 12:39 pm,Apartment,Newly built Executive 2Bedroom with 1BEDROOM BOYS QUARTER  Apartment at Latebiokorshie for Rent  Both rooms are masters with  Air conditioners  Wardrobe  Fan Toilet and bath  >very spacious living room with guest washroom and Air conditioner >Dinning area >Fitted kitchen  >Standby generator  >large compound with garden  24/security services  >Good environment and Road Please call us for more information
modern 3bedrm 4washrm 4rent spintex,spintex,Spintex,Accra,3,4,191.0 sqft,Ghana cedis,1200,Big Ghana Properties Consult ,26 Jun  7:28 am,Apartment,Superb  exclusively neatly built awesome 3bedrm wit 4washrm wit inbuilt wardrobe wit polytank wisecurity fencing wit pump machine and other interesting facilities for rent in spintex. It only 2apartment one up and one down pls for more options call big Ghana properties consult on
4 bedroom Apartment at spintex,Spintex,Spintex,Accra,2,2,70.0 sqft,Ghana cedis,1600,Franco Housing Properties ,15 Jun  9:21 am,Apartment,2 BEDROOM SELF CON
Single room self contained spintex,texpo,Spintex,Accra,1,1,200.0 sqm,Ghana cedis,250,Eastmidas Properties ,15 Jun  7:20 am,Apartment,Single room self contained available for rent at spintex  call to view
Executive 4 Apartments  Osu,Papaye   Oxford street,Osu,Accra,4,4,100.0 sqft,Ghana cedis,5000,First Property Group Alliance ,15 Jun  7:35 am,Apartment,It's only 2 in a compound. Good water and power supply. Located in Serene and secured environment.
4 bedrooms apartment for rent Sakumono,Sakumono,Spintex,Accra,4,3,120.0 sqm,Ghana cedis,1400,Gideon McHollie VERIFIED,13 Jul 11:41 pm,Apartment,This is a newly built 4 bedrooms apartment located at Sakumono spintex. It has a spacious rooms  Spacious kitchen with cabinet. Neat compound and serene environment. There is pipe water Walled and gated compound and just have only two apartment on compound.. Good road to location..
Luxurious new single room S/C West Legon,West Legon Close to the Police station,West Legon,Accra,1,1,100.0 sqm,Ghana cedis,800,KK Solution Limited ,15 Jun  6:40 am,Apartment,An a luxurious and a classic brand new single room self contain for rent at West Legon close to the Police station also not far from Brainy Brain international School  it's in a walled gated house pavement compound  only four apartments on the compound  fully air conditions  fitted kitchen with cabinet  summer hut  big compound suitable for any occasion birthday party or wedding ceremonies  also comes with water heater machine  stand shower bath  rent advance is just one year but price is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency.....
3 bedroom s/c -antieku-1yr,antieku -Santamaria,Other,Accra,3,2,150.0 sqm,Ghana cedis,700,Pejei Consult ,15 Jun  6:32 am,Apartment,3 bedroom s/c at Santamaria antieku at 1year advance .very neat
Executive two bedrooms apartment Lapaz,Lapaz Taborah No.6,Abeka La Paz,Accra,2,1,100.0 sqm,Ghana cedis,750,KK Solution Limited ,15 Jun  5:10 am,Apartment,An executive brand new two bedrooms apartment for rent at Lapaz Taborah No.6  it's in a walled gated house cemented compound  only apartment in all  two on each floor  rooms are very spacious neatly tiled water flows everyday  each apartment has it's own polytank  ceiling fans in all rooms  fitted kitchen with cabinet rent advance one year price is also negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency.....
Single room s/c for Rent  Nungua Buade,Nungua Buade,Spintex,Accra,1,1,110.0 sqft,Ghana cedis,320,Home4You Properties ,20 Jun 11:03 am,Apartment,Single room self contain with input wardrop for rent at Nungua buade very spacious one  close to roadside water free 24/7
Single room s/c  Commodore Hoter,COMMODORE HOTEL,Abelemkpe,Accra,1,1,150.0 sqm,Ghana cedis,250,Harmony Real Estates ,15 Jun  4:13 am,Apartment,A neatly done large single plus a bathroom  a toilet and a big kitchen in a rather nice and spacious cemented and fine cool gated compound in town and much close to the taxi rank also.has a self meter no water problem at all.has an already fixed ceiling fan good ventilation.
EXECUTIVE 3BEDRM S.CONTAIN MARWAKO,MARWAKO  RESTAURANT,Abelemkpe,Accra,3,3,70.0 sqft,Ghana cedis,3000,Harmony Real Estates ,15 Jun  4:11 am,Apartment,A very powerful 3 executive large bedrooms in an only 2 apartmentsclose to road.along marwako food joint road in town.has a spacious compound. Large living room  fitted airconditioners executive master bedrooms. Has a 24 hour security at post.no water problems at all.could be used as residence  offices etc etc.
Luxurious Apartment for rent at Airport,Airport,East Legon,Accra,3,4,100.0 sqm,Ghana cedis,13600,FOCUX HOMES VERIFIED,15 Jun  4:06 am,Apartment,is impeccable three bedrooms is now ready for rent and below are the features:  ~ Spacious en suite bedrooms   ~ Modernized granite fitted kitchen  ~ Gym   ~ Fresh Swimming pool  ~ Lift  ~ AC in all rooms  ~ Study room and family living room  ~ Serene and harmonious bathrooms  ~ Standby power generator  ~ Automatic gate and CCTV security  ~ Ample car park  ~ Located in a serene private accessible friendly environment of Airport. Now renting at $ 3400 per month . Negotiable for prospective tenant.
3 BEDROOMS FOR RENT: AIRPORT,closer to the airport,Airport,Accra,3,4,100.0 sqm,Ghana cedis,12000,FOCUX HOMES VERIFIED,15 Jun 12:54 am,Apartment,is impeccable four bedrooms is now ready for rent and below are the features:  ~ Spacious en suite bedrooms   ~ Modernized granite fitted kitchen  ~ Swimming pool  ~ 1 boys quarters  ~ AC in all rooms  ~ Study room and family living room  ~ Serene and harmonious bathrooms  ~ Standby power generator  ~ Automatic gate and CCTV security  ~ Ample car park  ~ Located in a serene private accessible friendly environment of AIRPORT Now renting at $ 3000 per month . Negotiable for prospective tenant.
Elegant 2 Bed Apartment  Kasoa,Kasoa New Market,Awutu-Senya,Central,2,1,120.0 sqm,Ghana cedis,550,Paragon Homes ,15 Jun 12:45 am,Apartment,Fantastic 2 bedrooms ground floor apartment in a wonderful location.. Great interior finishing P.O.P ceiling all rooms fitted with fans.. Kitchen cabinets already fixed with dishwasher back yard patio from the kitchen side high fenced wall secured with electrified razor barbed wires.. Water self meter etc.
3 bedroom apartment at Kisseman,Christian Village  near Achimota Gulf Course,West Legon,Accra,3,2,200.0 sqm,Ghana cedis,4000,Avenue Properties ,14 Jun  8:43 pm,Apartment,An executive three bedroom apartments to let at Kisseman near Achimota Gulf Course. There are only two apartments on the compound and may be suitable for one family or company staff. The apartment has spacious compound with a security post. The apartment has a large living area. Each room comes with fan  wardrobe and A/C. The area has uninterrupted water flow. Each apartment is renting for US$ 1 000 per month.
3 bedroom apartment in Airport Accra,Airport Residential Area,Airport,Accra,3,3,180.0 sqm,Ghana cedis,9600,Avenue Properties ,11 Jul 10:51 am,Apartment,Executive 3 bedroom apartments to let at Airport Residential Area near Foreign Affairs Ministry. The apartment has large garden with trees and a swimming pool. There is a standby generator  24/7 security  uninterrupted water flow. Each apartment has a partly furnished kitchen with fridge  microwave  cooker and washing machine. It could be rented furnished and unfurnished. It is renting for US$ 2 400 per month.
2 Bedrooms at Lakeside Estate,Com 1  opposite Mercy Social Centre,Ashaley Botwe,Accra,2,2,7 000.0 sqft,Ghana cedis,1000,CBC (Global) Properties ,28 Jun  9:56 am,Apartment,2 bedrooms Apartment Community 1  opposite Mercy Social Centre 2 storey building Sliding doors Tiled floor Fitted Kitchen Spacious hall 2 porch Walled and gated At a serene environment Call us to arrange for free site visit
1yr chamber n hall s/c Ashaley botwe,Around Babayara basic school,Ashaley Botwe,Accra,1,1,111.0 sqm,Ghana cedis,600,Friend Of Yours Properties ,14 Jun  4:44 pm,Apartment,This is a new chamber and hall apartment  going for one year around Ashaley Botwe. It has a spacious sitting room and a big bedroom  neat washroom  kitchen with cabinet fixed  tiles everywhere  there is water  it's walled and gated  cemented compound and close to the main road. Call agent for more details. ......
