Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
NEW 2MASTER BRM AT DARKUMAN,,Darkuman,Accra,2,3,7.0 sqft,Ghana cedis,700,Divine Marketing Concept ,12 Jul  9:18 pm,Apartment,1. New 2 master bedroom at Darkuman Kokompe. Less than 1 minute drive from Darkuman Junction 2. Has 3 washrooms so 2 master bedrooms 3. Fitted kitchen cabinets 4. Apartment is Upstairs 5. Floors fully tiled 6. Spacious compound 7. Built in wardrobes 8. Agency registration fee before inspection is gh50 9. Agency commission is 10percent of total amount paid to owner
3 bedrooms apartments at taifa,taifa,Taifa,Accra,3,1,1.0 sqm,Ghana cedis,700,Edmark Estate Agency ,12 Jul 11:39 am,Apartment,its an executive 3 bedrooms apartment at taifa nice location close to the main road tiled floor 3 rooms shares one toilet/bath  big hall availability of water 24/7 house fully fenced with a gate  paved compound and more its going for 700 ghana cedis per monthly  for more properties visit www.edmarkpropertygh
4 bedroom self contain- Spintex,shell sign board,Spintex,Accra,4,5,2 000.0 sqm,Ghana cedis,2000,Michael Healing Real Estate ,12 Jul 11:25 am,Apartment,Executive Four bedrooms self contain apartment at spintex road shell sign board for rent with fitted kitchen cabinet  separate meter  ceiling fans  24 / 7 water supply  very close to the road pls for more details contact me thanks
2 bedroom apartment @ L. Mc Carthy,Lower Mc Carthy hill,McCarthy Hill,Accra,2,3,50.0 sqm,Ghana cedis,1000,Billion Gates Estates ,12 Jul 11:15 am,Apartment,Two bedroom apartment  for rent at lower mc carthy hill. Apartment is located in a cool and serene environment. Apartment is going for two years rent advance. Lower mc carthy hill is also known as mendskrom. It is 5 minutes drive to the  west hills mall. Features of the apartment includes . 2 bedrooms (all rooms ensuite) . living room . guest toilet . kitchen with neat tiles . tiled floors . spacious compound . water reservoir . security post. . good proximity to main road and to the city . Looking for two years rent advance. Property is being rented out by Billion Gates Estate Agency Terms and conditions 1. Agency registration fee is GH50 2. Commission payable to agency is 10% of rent and is payable before or on day payment is being made for rent. contact -
2 BEDROOMS APARTMENTS AT TAIFA,taifa,Taifa,Accra,2,2,1.0 sqm,Ghana cedis,700,Edmark Estate Agency ,12 Jul 11:06 am,Apartment,its an executive 2 bedrooms apartment at taifa  nice location close to the main road tiled floor all the rooms are en-suite  availability of water 24/7 house fully fenced with a gate  paved compound and more its going for 700 ghana cedis per monthly for more properties visit www.edmarkpropertygh.com
4  Bedroom for Rent@oyibi,Ashie Baron Area Adenta,Oyibi,Greater Accra,2,2,232.0 sqft,Ghana cedis,700,Unique Shelter ,12 Jul  9:52 am,Apartment,4 Bedroom for Rent around Oyibi Area.  Going for 1 yrs
chamber and hall self contain- spintex,Ashaiman zeanu,Spintex,Accra,1,1,110.0 sqft,Ghana cedis,300,Home4You Properties ,12 Jul  9:49 am,Apartment,Nice chamber and hall self contain at Ashaiman Zeanu for rent Wall and gated  water free 24/7
2 Bedroom Apartment for Rent  Adenta,Akatamnzo Road Amarhia,Adenta,Accra,2,2,112.0 sqft,Ghana cedis,500,Unique Shelter ,12 Jul  9:48 am,Apartment,2 Bedroom Apartment for Rent around Amarhia Adenta
Normal chamber and hall@Nungua,Nungua Nautical 922,Spintex,Accra,1,10+,100.0 sqft,Ghana cedis,200,Home4You Properties ,12 Jul  9:40 am,Apartment,Normal chamber and hall for rent at Nungua nautical ...
2 bedroom furnished apartment at Ridge,North Ridge,North Ridge,Accra,2,2,120.0 sqm,Ghana cedis,9900,Avenue Properties , 4 Jul  8:16 am,Apartment,An executive fully furnished two bedroom apartment for rent at North Ridge near Alisa Hotel. It is a duplex apartment with a 24/7 security  a gym  swimming pool  uninterrupted water flow and a standby generator around the area. The apartment has everything including DSTV  internet  plates  cooking utensils  washing machine  etc. It is renting for USD 2 500 per month and a minimum rental of one year is required. Rental price is negotiable.
3 bedroom apartment in Airport Accra,Airport Residential Area,Airport,Accra,3,3,180.0 sqm,Ghana cedis,9600,Avenue Properties ,11 Jul 10:51 am,Apartment,Executive 3 bedroom apartments to let at Airport Residential Area near Foreign Affairs Ministry. The apartment has large garden with trees and a swimming pool. There is a standby generator  24/7 security  uninterrupted water flow. Each apartment has a partly furnished kitchen with fridge  microwave  cooker and washing machine. It could be rented furnished and unfurnished. It is renting for US$ 2 400 per month.
Chamber and hall  self contain@Kwabenya,Kwabenya,Kwabenya,Accra,1,1,200.0 sqft,Ghana cedis,500,Rock 1 Real Estate Agency ,13 Jul  6:52 am,Apartment,Chamber and hall  self contain 1 washrooms 1 kitchen all the rooms are tiled  and the is water in the house 2.4.7
3bedrooms apartment-Botwe,Ashaley Botwe lakeside estate,Ashaley Botwe,Accra,2,1,111.0 sqm,Ghana cedis,600,Friend Of Yours Properties ,12 Jul  9:21 am,Apartment,This is a nice two bedrooms located at Ashaley Botwe lakeside estate. It has a spacious hall kitchen with sink  two rooms and one washroom. There is tiles everywhere  sliding window  there is constant flow of water. It's located within a walled and gated house and the compound is cemented. Very secured and serene community  it is going for a year or two. Call agent for more details.
4 Executive 2-bedroom flats in wieja,,New Weija,Accra,2,1,25.0 sqm,Ghana cedis,550,Kwabena ,12 Jul  8:50 am,Apartment,4 Executive 2-bedroom flats for rent. Very nice apartments located in a safe and serene area at Gbawe Top Base  close to Weija junction. Companies can rent it as one lot for their employees. Individuals can also rent.
2-3bedrooms apartment at Adenta,ssnit flat,Adenta,Accra,2,2,100.0 sqft,Ghana cedis,850,Godsway ,12 Jul  5:29 pm,Apartment,2-3bedrooms for rento@at adenta negotiable
Two Bedroom Apartment- Adenta,,Adenta,Accra,2,1,300.0 sqm,Ghana cedis,800,Trusted Properties ,12 Jul  8:02 am,Apartment,Executive 2 bedrooms for rent at adenta. between housing down and commandos  Huge hall  Spacious rooms  Tap flows  Durable 1 year or two years advance
Chamber&Hall S/C north Legon 4 rent,north Legon around Wisconsin university,North Legon,Accra,1,1,100.0 sqm,Ghana cedis,650,Martcollins Estate Agency ,12 Jul  7:09 am,Apartment,Newly built ensuite chamber and hall self contains story building in north Legon around Wisconsin university for rent  good roads electricity  24/7 water supply  walldrope  water heater  heater instructor  fully furnished air conditions in bedroom and hall and located in serene environment and is going for a year or more contract.
Two bedrooms at east legon,a r s roundabout,East Legon,Accra,2,3,1 000.0 sqm,Ghana cedis,1700,Michael Healing Real Estate ,12 Jul  7:07 am,Apartment,Executive two bedroom self contain at east legon A r s roundabout with fitted kitchen cabinet  separate meter  ceiling fans  24 / 7 water supply  p.o.p ceiling  spacious wardrobes for more details contact me thanks
4 Bed Room Apartment Spintex,Close To Manet,Spintex,Accra,4,2,250.0 sqm,Ghana cedis,1600,E-Villa Company Limited ,13 Jul  8:00 pm,Apartment,Four bedroom apartment located close to manet estate. Very neat and spacious. Tiled with fresh stuffs. No problem with water. Separate meters.
2 Bedroom Apartment Dome,Dome Transformers,Dome,Accra,2,2,150.0 sqm,Ghana cedis,1500,E-Villa Company Limited ,12 Jul  4:01 am,Apartment,Two bedroom apartment. Very neat located at dome close to pillar 2. Has water available and also separate meters. Rooms are spacious
Chamber And Hall Madina,Madina,Madina,Accra,1,1,140.0 sqm,Ghana cedis,250,E-Villa Company Limited ,12 Jul  3:42 am,Apartment,Neat chamber and hall very neat in a conpound house. Water available in the house. Located around washington
Chamber&Hall S/C in Adenta 4 rent,Adenta pantan junction,Adenta,Accra,1,1,100.0 sqm,Ghana cedis,400,Martcollins Estate Agency ,12 Jul  3:30 am,Apartment,Newly built chamber and hall self contains in Adenta around pantan junction for rent good roads electricity  24/7 water supply p.o.p and located In serene environment and is going for two years contract.
self contain-Ashaley botwe,,Ashaley Botwe,Accra,1,1,100.0 sqft,Ghana cedis,400,Elvis Properties ,11 Jul  6:41 pm,Apartment,This house is located at Ashaley botwe st Peters it is not far from the main road it is not bad very nice and you can pay one year which is 400gh a year
self contain-Ashaley Botwe,Ashaley Botwe,Ashaley Botwe,Accra,1,2,100.0 sqft,Ghana cedis,350,Elvis Properties ,11 Jul  6:18 pm,Apartment,chamber N hall self contain located at little roses not far from tje station and there is water in the compound and the price is  350gh for one year
2 bedroom apartment for rent at Osu,Osu R E,Teshie New Town,Accra,2,2,300.0 sqm,Ghana cedis,1500,J Complex Limited ,11 Jul  6:05 pm,Apartment,2 bedroom apartment for rent at Osu. Rooms are tiled  very spacious and has very good ventilation. Has 2 toilets and baths There is 24/7 availability of water.  Book your viewing today feel free to call j compl­ex limit­ed because we have a lot of simil­ar properties aroun­d. Owner­s and Agent­s  let us rent or sell your properties for you faster
2 bedroom apartment for rent at south la,south la,Teshie New Town,Accra,2,2,300.0 sqm,Ghana cedis,1000,J Complex Limited ,11 Jul  5:53 pm,Apartment,2 bedroom apartment for rent at south la. Rooms are tiled  very spacious and has very good ventilation. Has 2 toilets and baths There is 24/7 availability of water. Compound is walled and gated Book your viewing today feel free to call j compl­ex limit­ed because we have a lot of simil­ar properties aroun­d. Owner­s and Agent­s  let us rent or sell your properties for you faster
2 bedroom Tseado behind the Trade Fair,Tseado behind the Trade Fair,Teshie New Town,Accra,2,2,3 000.0 sqm,Ghana cedis,1500,J Complex Limited ,11 Jul  5:37 pm,Apartment,2 bedroom apartment is currently available for rent at Tseado behind the Trade Fair. All bedrooms are En-suite  spacious 4 on a compound large compound for car park Book your viewing today feel free to call j complex limited because we have a lot of similar properties around. Owners and Agents  let us rent or sell your properties for you faster
singleroom S/C in Dome 4 rent,Dome around Excel filling station,Dome,Accra,1,1,100.0 sqm,Ghana cedis,250,Martcollins Estate Agency ,11 Jul  5:26 pm,Apartment,Executive single room self contain in Dome for rent  good roads  electricity close to tarred roads and is located in serene environment and is going for two years contract.
CHAMBER & HALL S/C AT ANAJI,,Takoradi,Sekondi Takoradi,1,1,100.0 sqm,Ghana cedis,250,Bright Future Consult and Properties ,11 Jul  3:21 pm,Apartment,CHAMBER AND HALL SELF CONTAIN AT ANAJI FOR RENT  CALL FOR MORE DETAILS
Two bedrooms self contain-trassacco,trassacco,East Legon,Accra,2,3,100.0 sqm,Ghana cedis,1800,Michael Healing Real Estate ,11 Jul  3:21 pm,Apartment,Executive two bedroom self contain at east legon at trassacco for rent with fitted kitchen cabinet  air condition  24 / 7 water supply  ceiling fans  separate meter  p.o.p ceiling  spacious wardrobes  for more details contact me thanks
single room self contain-east legon,Ghana link,East Legon,Accra,1,1,50.0 sqm,Ghana cedis,1200,Michael Healing Real Estate ,11 Jul  3:08 pm,Apartment,Executive single room self contain at east legon for rent with fitted kitchen cabinet  separate meter  ceiling fans  24 / 7 water supply  air condition  spacious wardrobes  standby generator  for more details contact me thanks
100 % Newly Built Apartment@Dzorwulu,,Dzorwulu,Accra,3,4,290.0 sqm,Ghana cedis,8400,Kwesi Eyiah ,11 Jul  2:40 pm,Apartment,'3 ' master bedroom fully furnished apartment for rent. (2) It comes with modern Interior designs with marble and Spanish floor and wall tailes. (3)Apartment is walled and gated with a security post  swimming pool and a mini supermarket (4) Restaurant (5) 24 hours manned security with CCTV cameras (6) Car park (6) Each room comes with a smart LED television and air condition
Chamber and hall for rent at Adenta,Adenta-Sakora Number 3,Adenta,Accra,1,1,70.0 sqm,Ghana cedis,200,Enabort Ventures Gh ,11 Jul  2:05 pm,Apartment,Chamber and hall with porch for rent at Adenta Sakora number 3. The apartment is going for per month for two years; Call Enabort Estates now for more details.
Chamber and hall for rent-adenta,Adenta sakora number 3,Adenta,Accra,1,1,60.0 sqft,Ghana cedis,200,Enabort Ventures Gh ,11 Jul  1:55 pm,Apartment,The apartment is chamber and hall at Adenta area called sakora number 3 is in a compound house  water and electricity with porch and is going
TWO BEDROOMS APARTMENT@KWEKUMA,KWEKUMA,Takoradi,Sekondi Takoradi,2,1,100.0 sqm,Ghana cedis,320,My Home Properties ,11 Jul  1:36 pm,Apartment,TWO BEDROOMS HALL TOILET/BATHROOM KITCHEN STUDY ROOM CONSTANT WATER SUPPLY TWO YEARS ADVANCE
CHAMBER N HALL APARTMENT@APREMDO,APREMDO,Takoradi,Sekondi Takoradi,1,1,100.0 sqm,Ghana cedis,300,My Home Properties ,11 Jul  1:39 pm,Apartment,A BEDROOM APARTMENT HALL TOILET/BATHROOM FITTED KITCHEN WITH CABINET GLAZED WINDOWS TILED FLOORS CONSTANT WATER SUPPLY TWO YEARS ADVANCED
4 Bedrooms at Tema Community 25,Inside HFC Estates,Tema,Greater Accra,4,5,7 000.0 sqft,Ghana cedis,6300,CBC (Global) Properties , 5 Jul  2:15 am,Apartment,4 Bedrooms at Tema Community 25 Kofi Annan. Close to com25  Tema. Inside HFC Estates The property has four large bedrooms with ensuite facilities. Three upstairs and one on the ground floor. There are also on the ground floor  one public washroom  large living room  dinning area and a kitchen with a store room. There is also a family living area on the first floor. Outside the main house are a garage with a driveway  a boys quarters with bath and WC facilities and a small kitchenette  and concrete stand for water tanks. The property has seven units of AC's one for each for the two living areas and one for the dinning area. USD $1500 Per Month At least 1 year Call us to arrange for free site visit
2 Bedrooms at Lakeside Estate,Com 1  opposite Mercy Social Centre,Ashaley Botwe,Accra,2,2,7 000.0 sqft,Ghana cedis,1000,CBC (Global) Properties ,28 Jun  9:56 am,Apartment,2 bedrooms Apartment Community 1  opposite Mercy Social Centre 2 storey building Sliding doors Tiled floor Fitted Kitchen Spacious hall 2 porch Walled and gated At a serene environment Call us to arrange for free site visit
Chamber&Hall S/C Atomic@Ashongman,Ashongman estate,Ashongman Estates,Accra,1,1,800.0 sqm,Ghana cedis,350,Martcollins Estate Agency ,11 Jul  1:26 pm,Apartment,Newly built chamber and hall self contains in Ashongman estate around Atomic hills for rent  good roads electricity 24/7 water supply and located In serene environment and is going for two years
single room self contain-East Legon,a r s roundabout,East Legon,Accra,1,1,50.0 sqm,Ghana cedis,600,Michael Healing Real Estate ,11 Jul 12:14 pm,Apartment,Executive single room self contain at east legon America house around A r s roundabout for rent with fitted kitchen cabinet  separate meter  ceiling fans  24 / 7 water supply  for more details contact me thanks
two bedroom self apartment- East legon,trassacco,East Legon,Accra,2,3,200.0 sqm,Ghana cedis,4000,Michael Healing Real Estate ,11 Jul 11:58 am,Apartment,Executive two bedroom self contains at east legon trassacco for rent with fitted kitchen cabinet  air condition  spacious wardrobes  standby generator  Cctv camera  24 / 7 water supply  ceiling fans  separate meter  p.o.p ceiling  Swimming pool  for more details contact me thanks
single room self contain- East legon,Ghana link,East Legon,Accra,1,1,50.0 sqm,Ghana cedis,1400,Michael Healing Real Estate ,11 Jul 11:37 am,Apartment,Executive single room self contain at east legon for rent with fitted kitchen cabinet  separate meter  ceiling fans  p.o.p ceiling  24 / 7 water supply  air condition  spacious wardrobes  standby generator  for more details contact me thanks
